fpl_hostname,fpl_letter,fpl_name,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_rade,fpl_dens,fpl_eqt
Kepler-847,b,Kepler-847 b,2.3432319,,,1.76,1.18,5.89,
Kepler-848,b,Kepler-848 b,6.91134416,,,3.53,1.7,3.95,
Kepler-849,b,Kepler-849 b,394.6244904,,,40.4,7.14,0.61,
Kepler-85,b,Kepler-85 b,8.306,,,4.54,1.97,3.26,
Kepler-85,c,Kepler-85 c,12.513,,,20.9,2.18,11.1,
Kepler-85,d,Kepler-85 d,17.91323,0.13,,1.87,1.2,5.95,
Kepler-85,e,Kepler-85 e,25.216751,0.163,,0.6,1.27,1.6,
Kepler-850,b,Kepler-850 b,7.19303878,,,3.82,1.78,3.72,
Kepler-851,b,Kepler-851 b,8.50699658,,,3.46,1.68,4.01,
Kepler-852,b,Kepler-852 b,44.9309804,,,6.99,2.54,2.34,
Kepler-853,b,Kepler-853 b,7.16892463,,,3.5,1.69,3.98,
Kepler-854,b,Kepler-854 b,2.14463285,,,42000,16.72,49.4,
Kepler-855,b,Kepler-855 b,7.8866311,,,52.7,8.35,0.497,
Kepler-856,b,Kepler-856 b,8.02768059,,,63.3,9.3,0.432,
Kepler-857,b,Kepler-857 b,85.35129427,,,37.2,6.8,0.65,
Kepler-858,b,Kepler-858 b,76.13602028,,,21.1,4.87,1,
Kepler-859,b,Kepler-859 b,20.38177573,,,9.75,3.09,1.82,
Kepler-860,b,Kepler-860 b,5.10137945,,,10.6,3.24,1.71,
Kepler-861,b,Kepler-861 b,3.94963138,,,5.82,2.28,2.7,
Kepler-862,b,Kepler-862 b,3.14866453,,,5.52,2.21,2.81,
Kepler-863,b,Kepler-863 b,15.59461874,,,8.75,2.9,1.97,
Kepler-864,b,Kepler-864 b,5.83376092,,,6.35,2.4,2.52,
Kepler-865,b,Kepler-865 b,14.16399294,,,6.76,2.49,2.41,
Kepler-866,b,Kepler-866 b,2.61703254,,,3.29,1.63,4.17,
Kepler-867,b,Kepler-867 b,150.242127,,,19.4,4.64,1.07,
Kepler-868,b,Kepler-868 b,5.03251791,,,4.86,2.05,3.1,
Kepler-869,b,Kepler-869 b,40.4287755,,,12.7,3.61,1.48,
Kepler-87,b,Kepler-87 b,114.73635,0.481,0.036,324.2,13.49,0.729,478
Kepler-87,c,Kepler-87 c,191.2318,0.676,0.039,6.4,6.14,0.152,403
Kepler-870,b,Kepler-870 b,21.3587621,,,8.15,2.78,2.08,
Kepler-871,b,Kepler-871 b,22.0459018,,,13.5,3.74,1.42,
Kepler-872,b,Kepler-872 b,2.57885507,,,4.62,1.99,3.22,
Kepler-873,b,Kepler-873 b,20.5533844,,,13.5,3.75,1.41,
Kepler-874,b,Kepler-874 b,40.0686727,,,14.7,3.94,1.32,
Kepler-875,b,Kepler-875 b,27.5073799,,,8.75,2.9,1.97,
Kepler-876,b,Kepler-876 b,5.14438011,,,2.63,1.43,4.94,
Kepler-877,b,Kepler-877 b,18.45847097,,,5.14,2.12,2.96,
Kepler-878,b,Kepler-878 b,25.9422033,,,4.38,1.93,3.35,
Kepler-879,b,Kepler-879 b,33.3855938,,,7.13,2.57,2.31,
Kepler-880,b,Kepler-880 b,7.71468975,,,7.56,2.66,2.21,
Kepler-881,b,Kepler-881 b,4.44448017,,,3.82,1.78,3.72,
Kepler-882,b,Kepler-882 b,3.98953967,,,2.04,1.23,6.02,
Kepler-883,b,Kepler-883 b,12.98495573,,,3.82,1.78,3.72,
Kepler-884,b,Kepler-884 b,5.69919514,,,2.04,1.23,6.02,
Kepler-885,b,Kepler-885 b,18.11472949,,,6.8,2.5,2.39,
Kepler-886,b,Kepler-886 b,6.24146367,,,2.92,1.52,4.57,
Kepler-887,b,Kepler-887 b,20.42228798,,,4.04,1.84,3.56,
Kepler-887,c,Kepler-887 c,7.63846023,,,1.51,1.13,5.75,
Kepler-888,b,Kepler-888 b,70.6979061,,,3.75,1.76,3.78,
Kepler-889,b,Kepler-889 b,3.744439,,,1.32,1.09,5.6,
Kepler-890,b,Kepler-890 b,52.75875577,,,58.6,8.89,0.458,
Kepler-891,b,Kepler-891 b,53.44945593,,,33.6,6.41,0.701,
Kepler-892,b,Kepler-892 b,13.7521072,,,8.3,2.81,2.06,
Kepler-893,b,Kepler-893 b,6.33855761,,,9.43,3.03,1.86,
Kepler-894,b,Kepler-894 b,9.803224,,,8.15,2.78,2.08,
Kepler-895,b,Kepler-895 b,2.80624233,,,2.99,1.54,4.5,
Kepler-896,b,Kepler-896 b,144.547396,,,6.94,2.53,2.35,
Kepler-897,b,Kepler-897 b,8.0472642,,,6.3,2.39,2.54,
Kepler-898,b,Kepler-898 b,5.8706191,,,2.83,1.49,4.7,
Kepler-899,b,Kepler-899 b,19.17891293,,,7.65,2.68,2.18,
Kepler-9,b,Kepler-9 b,19.24,0.14,0.15,80.09,9.438,0.524,
Kepler-9,c,Kepler-9 c,38.91,0.225,0.13,54.347,9.225,0.383,
Kepler-9,d,Kepler-9 d,1.592851,0.0273,,3.33,1.64,4.15,2026
Kepler-900,b,Kepler-900 b,6.9913086,,,4.98,2.08,3.04,
Kepler-901,b,Kepler-901 b,3.51749439,,,2.45,1.37,5.24,
Kepler-902,b,Kepler-902 b,40.1099547,,,6.99,2.54,2.34,
Kepler-903,b,Kepler-903 b,10.3507721,,,4.7,2.01,3.18,
Kepler-903,c,Kepler-903 c,62.9228557,,,6.94,2.53,2.35,
Kepler-904,b,Kepler-904 b,3.02166863,,,3.78,1.77,3.75,
Kepler-905,b,Kepler-905 b,5.08274652,,,2.57,1.41,5.04,
Kepler-906,b,Kepler-906 b,41.6979976,,,5.1,2.11,2.98,
Kepler-907,b,Kepler-907 b,15.86621821,,,1.87,1.2,5.95,
Kepler-908,b,Kepler-908 b,1.34059747,,,1.98,1.22,5.99,
Kepler-909,b,Kepler-909 b,13.93290318,,,2.76,1.47,4.77,
Kepler-91,b,Kepler-91 b,6.24658,0.0731,0.0519,257.4423,15.323,0.4,2040
Kepler-910,b,Kepler-910 b,2.36436901,,,0.477,0.82,4.75,
Kepler-911,b,Kepler-911 b,20.310501,,,7.27,2.6,2.27,
Kepler-912,b,Kepler-912 b,2.53475627,,,8.25,2.8,2.07,
Kepler-913,b,Kepler-913 b,10.29672521,,,4.9,2.06,3.08,
Kepler-914,b,Kepler-914 b,4.40966548,,,2.48,1.38,5.19,
Kepler-915,b,Kepler-915 b,4.59489604,,,2.86,1.5,4.66,
Kepler-916,b,Kepler-916 b,32.2968798,,,3.75,1.76,3.78,
Kepler-917,b,Kepler-917 b,2.97041437,,,4.31,1.91,3.4,
Kepler-918,b,Kepler-918 b,4.85386933,,,3.68,1.74,3.84,
Kepler-919,b,Kepler-919 b,11.04603384,,,5.69,2.25,2.74,
Kepler-92,b,Kepler-92 b,13.749,,0.17,64.3,3.51,8.17,
Kepler-92,c,Kepler-92 c,26.723,,0.04,6.1,2.6,1.91,
Kepler-92,d,Kepler-92 d,49.3568,,0.07,4.93,2.067,3.07,
Kepler-920,b,Kepler-920 b,6.53192704,,,6.44,2.42,2.5,
Kepler-920,c,Kepler-920 c,100.8274113,,,13.8,3.8,1.38,
Kepler-921,b,Kepler-921 b,51.300634,,,8.6,2.87,2,
Kepler-922,b,Kepler-922 b,0.93846683,,,2.6,1.42,4.99,
Kepler-923,b,Kepler-923 b,6.93366476,,,2.48,1.38,5.19,
Kepler-924,b,Kepler-924 b,61.0370117,,,9.64,3.07,1.83,
Kepler-925,b,Kepler-925 b,33.8678531,,,6.08,2.34,2.61,
Kepler-926,b,Kepler-926 b,52.0688601,,,5.95,2.31,2.65,
Kepler-927,b,Kepler-927 b,9.1149903,,,3.61,1.72,3.9,
Kepler-928,b,Kepler-928 b,3.9324613,,,3.15,1.59,4.31,
Kepler-929,b,Kepler-929 b,0.92103214,,,1.41,1.11,5.67,
Kepler-93,b,Kepler-93 b,4.72674,0.053,0,3.1783,1.569,1.652,1037
Kepler-93,c,Kepler-93 c,1460,,,954,,,
Kepler-930,b,Kepler-930 b,71.4517775,,,5.18,2.13,2.95,
Kepler-931,b,Kepler-931 b,8.03755877,,,2.33,1.33,5.44,
Kepler-932,b,Kepler-932 b,1.9214374,,,2.45,1.37,5.24,
Kepler-933,b,Kepler-933 b,14.20443009,,,6.62,2.46,2.44,
Kepler-934,b,Kepler-934 b,55.6738309,,,5.02,2.09,3.02,
Kepler-935,b,Kepler-935 b,4.88083852,,,2.39,1.35,5.34,
Kepler-936,b,Kepler-936 b,10.56134221,,,2.7,1.45,4.87,
Kepler-937,b,Kepler-937 b,67.668827,,,13.4,3.72,1.43,
Kepler-937,c,Kepler-937 c,153.343364,,,7.61,2.67,2.2,
Kepler-938,b,Kepler-938 b,52.6298417,,,5.56,2.22,2.79,
Kepler-939,b,Kepler-939 b,14.878296,,,3.71,1.75,3.8,
Kepler-94,b,Kepler-94 b,2.50806,0.03106,,10.84,3.51,1.45,827
Kepler-94,c,Kepler-94 c,820.3,,,3126,12.5,8.79,
Kepler-940,b,Kepler-940 b,59.6225257,,,11.1,3.34,1.64,
Kepler-941,b,Kepler-941 b,17.42395198,,,9.69,3.08,1.82,
Kepler-942,b,Kepler-942 b,44.96417488,,,5.18,2.13,2.95,
Kepler-943,b,Kepler-943 b,49.7701438,,,29.5,5.93,0.777,
Kepler-944,b,Kepler-944 b,43.3167737,,,7.41,2.63,2.24,
Kepler-945,b,Kepler-945 b,31.0033814,,,7.41,2.63,2.24,
Kepler-946,b,Kepler-946 b,11.79162572,,,4.38,1.93,3.35,
Kepler-947,b,Kepler-947 b,26.9644317,,,5.82,2.28,2.7,
Kepler-948,b,Kepler-948 b,7.76846622,,,4.08,1.85,3.54,
Kepler-949,b,Kepler-949 b,8.6893073,,,8.8,2.91,1.96,
Kepler-95,b,Kepler-95 b,11.5231,,,13,3.42,1.71,
Kepler-950,b,Kepler-950 b,98.7180406,,,59.6,8.98,0.452,
Kepler-951,b,Kepler-951 b,71.52530845,,,26.7,5.59,0.84,
Kepler-952,b,Kepler-952 b,130.3546919,,,45.4,7.65,0.557,
Kepler-953,b,Kepler-953 b,88.40655258,,,16.5,4.21,1.22,
Kepler-953,c,Kepler-953 c,9.10967112,,,1.81,1.19,5.9,
Kepler-954,b,Kepler-954 b,16.78176602,,,5.99,2.32,2.64,
Kepler-955,b,Kepler-955 b,14.53244172,,,9.96,3.13,1.78,
Kepler-956,b,Kepler-956 b,5.24867263,,,9.27,3,1.89,
Kepler-957,b,Kepler-957 b,5.90741354,,,25.9,5.5,0.855,
Kepler-958,b,Kepler-958 b,9.7678805,,,4.9,2.06,3.08,
Kepler-959,b,Kepler-959 b,14.80074836,,,17.6,4.38,1.15,
Kepler-96,b,Kepler-96 b,16.2385,,,8.46,2.67,2.26,
Kepler-960,b,Kepler-960 b,3.12686223,,,5.86,2.29,2.68,
Kepler-961,b,Kepler-961 b,16.87727414,,,7.04,2.55,2.33,
Kepler-962,b,Kepler-962 b,12.05707239,,,4.54,1.97,3.26,
Kepler-963,b,Kepler-963 b,9.97683705,,,7.56,2.66,2.21,
Kepler-964,b,Kepler-964 b,13.5225106,,,5.14,2.12,2.96,
Kepler-965,b,Kepler-965 b,134.2527298,,,11.4,3.38,1.62,
Kepler-966,b,Kepler-966 b,99.747622,,,16,4.13,1.25,
Kepler-967,b,Kepler-967 b,13.22713379,,,6.12,2.35,2.59,
Kepler-967,c,Kepler-967 c,198.7112502,,,12.9,3.65,1.46,
Kepler-968,b,Kepler-968 b,3.69298373,,,4.66,2,3.2,
Kepler-968,c,Kepler-968 c,5.70940492,,,3.5,1.69,3.98,
Kepler-969,b,Kepler-969 b,34.1731714,,,4.94,2.07,3.06,
Kepler-969,c,Kepler-969 c,1.6829346,,,0.937,0.99,5.31,
Kepler-97,b,Kepler-97 b,2.58664,,,3.51,1.48,5.44,
Kepler-97,c,Kepler-97 c,789,,,344,,,
Kepler-970,b,Kepler-970 b,16.73652231,,,8.1,2.77,2.09,
Kepler-971,b,Kepler-971 b,9.59070716,,,5.18,2.13,2.95,
Kepler-972,b,Kepler-972 b,7.03932553,,,19.5,4.65,1.07,
Kepler-973,b,Kepler-973 b,49.6077331,,,4.5,1.96,3.28,
Kepler-974,b,Kepler-974 b,4.19449651,,,3.09,1.57,4.39,
Kepler-975,b,Kepler-975 b,1.97034246,,,2.79,1.48,4.73,
Kepler-976,b,Kepler-976 b,105.9564148,,,14.9,3.96,1.32,
Kepler-977,b,Kepler-977 b,26.85328322,,,7.37,2.62,2.25,
Kepler-978,b,Kepler-978 b,49.6221509,,,9.22,2.99,1.9,
Kepler-979,b,Kepler-979 b,8.0880135,,,7.85,2.72,2.14,
Kepler-98,b,Kepler-98 b,1.54168,,,3.55,1.99,2.18,
Kepler-980,b,Kepler-980 b,11.55102504,,,7.61,2.67,2.2,
Kepler-981,b,Kepler-981 b,4.46975774,,,5.95,2.31,2.65,
Kepler-982,b,Kepler-982 b,15.7738221,,,5.69,2.25,2.74,
Kepler-983,b,Kepler-983 b,60.0855082,,,6.17,2.36,2.58,
Kepler-984,b,Kepler-984 b,43.0342272,,,5.14,2.12,2.96,
Kepler-985,b,Kepler-985 b,116.331901,,,9.17,2.98,1.9,
Kepler-986,b,Kepler-986 b,56.4349938,,,6.17,2.36,2.58,
Kepler-987,b,Kepler-987 b,105.3033148,,,10.7,3.26,1.7,
Kepler-988,b,Kepler-988 b,17.76080053,,,4.94,2.07,3.06,
Kepler-989,b,Kepler-989 b,7.96431535,,,5.52,2.21,2.81,
Kepler-99,b,Kepler-99 b,4.60358,,,6.15,1.48,10.9,
Kepler-990,b,Kepler-990 b,9.91723428,,,7.27,2.6,2.27,
Kepler-990,c,Kepler-990 c,0.53835431,,,2.96,1.53,4.54,
Kepler-991,b,Kepler-991 b,82.5342519,,,6.99,2.54,2.34,
Kepler-992,b,Kepler-992 b,20.16034462,,,3.26,1.62,4.21,
Kepler-993,b,Kepler-993 b,22.08557563,,,9.11,2.97,1.91,
Kepler-994,b,Kepler-994 b,1.15116651,,,3.19,1.6,4.28,
Kepler-995,b,Kepler-995 b,28.26731672,,,7.75,2.7,2.16,
Kepler-996,b,Kepler-996 b,3.77059058,,,4.58,1.98,3.24,
Kepler-997,b,Kepler-997 b,2.70730672,,,2.42,1.36,5.29,
Kepler-998,b,Kepler-998 b,5.65377733,,,5.99,2.32,2.64,
Kepler-999,b,Kepler-999 b,5.99185702,,,6.08,2.34,2.61,
LHS 1140,b,LHS 1140 b,24.736959,0.0936,0.06,6.98,1.727,7.5,235
LHS 1140,c,LHS 1140 c,3.777931,0.02675,0.31,1.81,1.282,4.7,438
LHS 3844,b,LHS 3844 b,0.46292913,0.00622,,2.25,1.303,5.59,805
LkCa 15,b,LkCa 15 b,,14.7,,,,,
LkCa 15,c,LkCa 15 c,,18.6,,,,,
Lupus-TR-3,b,Lupus-TR-3 b,3.91405,0.0464,0,257.431,9.976,1.4,
MASCARA-1,b,MASCARA-1 b,2.14878,0.043,0,1175.971,16.814,1.5,2570
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,,0.62,,3.3,1.63,4.19,
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,,0.72,,263.79,13.9,0.54,103
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,,1.61,,23.4,5.18,0.925,
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,,3.3,,1303,13,3.26,
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,2774,3.2,,10.4,3.21,1.73,
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,,2.4,,50,8.09,0.519,
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,1982,1.82,,813.6448,13.2,1.94,
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,,1.21,,3496,12.4,10.1,
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,,2.9,,171.6282,14.2,0.329,
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,,0.92,,9.2,2.99,1.89,
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,,1.72,,85.8141,11.1,0.345,
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,,2,,476.7,13.6,1.04,
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,,4.14,,30,5.99,0.767,
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,,0.84,,18,4.43,1.14,
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,,0.69,,18,4.43,1.14,
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,547.5,1.1,,1525.5,12.9,3.9,
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,,4.3,,3686.7,12.4,10.6,
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,,10.2,,2669.772,12.6,7.33,
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,,0.9,,6.7,2.48,2.41,
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,,0.94,,3.2,1.6,4.29,
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,,0.24,,33.7,6.42,0.7,
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,,1.67,,889.924,13.2,2.13,
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,,0.95,,197.0546,14.1,0.386,
MOA-bin-1L,b,MOA-bin-1L b,,8.3,,1175.9,13,2.94,
MXB 1658-298,b,MXB 1658-298 b,760,1.613,,7532.571,12,24,
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,121.71,0.53,0.35,2126.2827,12.7,5.7,
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,511.21,,0.16,692.8694,13.3,1.62,
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,6.959,,0.3,101.7056,12.3,0.3,
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,5.118,,0.28,127.132,14,0.255,
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,4.087,,0.15,146.2018,14.3,0.275,
NGTS-1,b,NGTS-1 b,2.647298,0.0326,0.016,258.07796,14.908,0.42,790
NGTS-2,b,NGTS-2 b,4.511164,0.063,0,235.1942,17.878,0.226,1468
NGTS-3 A,b,NGTS-3 A b,1.6753728,0.023,,756.4354,16.589,0.31,
NN Ser,c,NN Ser c,5573.55,5.35,0.08,2329.6,12.6,6.4,
NN Ser,d,NN Ser d,2883.5,3.43,0.19,731,13.3,1.71,
NY Vir,b,NY Vir b,2985.7,3.3,0.44,730.978,13.3,1.71,
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,,4.3,,826.358,13.2,1.97,
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,,3.6,,1207.7,13,3.02,55
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,,3.5,,14.1,3.84,1.37,
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,3285,2.6,,5.5,2.21,2.8,50
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,1788.5,2.3,,231,14,0.463,82
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,4927.5,4.5,0.15,86,11.1,0.346,59
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,2557,2.59,,80,10.7,0.359,
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,,3.3,,20,4.72,1.05,
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,,18,,56.6,8.71,0.471,
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,,1.7,,1462,12.9,3.74,
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,,8,,60.3877,9.05,0.448,
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,,2.72,,168.44,14.2,0.323,
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,,1.89,,279.68,13.9,0.572,
OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,,4,,46.08535,7.72,0.55,
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,,4.8,,273.3338,13.9,0.559,
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,,0.87,,587.96,13.4,1.34,
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,,3.45,,867.64,13.2,2.07,
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,,0.9,,123,13.8,0.257,
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,,1.6,,149.3801,14.3,0.281,
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,,2.7,,35,6.56,0.681,
OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,,0.8,,3994.486,12.3,11.8,
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,,3.6,,92.1707,11.6,0.324,
OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,,0.883,,2.32,1.33,5.42,
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,,2.6,,203.4112,14.1,0.399,
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,,1.8,,858.141,13.2,2.05,
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,,3.11,,162.09,14.2,0.311,
OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,,4.4,,982.0947,13.1,2.4,
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,,1.9,,55.3,8.59,0.479,
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,,2.5,,83.7,11,0.346,
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,,1.75,,177.9848,14.2,0.342,
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,,0.73,,228.8376,14,0.458,
OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,,1.6,,1080.622,13.1,2.64,
OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,,2.1,,21,4.86,1.01,
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,,5.4,,1303.103,13,3.26,
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,,6.4,,1328.5294,13,3.32,
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,1224,2.17,,4252.5654,12.3,12.6,
OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,,1.16,,1.43,1.11,5.75,
OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,,3.913,,3.269,1.62,4.23,
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,,2.424,,127.44983,14,0.255,
OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,,1.8,,9,2.95,1.93,
OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,,1.02,,505.3497,13.5,1.13,
OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,,1.18,,4.44962,1.95,3.3,
OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,,0.59,,238.3725,14,0.477,
OGLE-TR-056,b,OGLE-TR-056 b,1.2119189,0.02383,0.67,441.77,15.278,0.68,2212
OGLE-TR-10,b,OGLE-TR-10 b,3.101278,0.0434,0.82,197.046,14.011,0.4,1702
OGLE-TR-111,b,OGLE-TR-111 b,4.0144463,0.0473,0.54,174.8065,11.422,0.65,1019
OGLE-TR-113,b,OGLE-TR-113 b,1.4324752,0.02289,0.15,400.449,12.251,1.2,1342
OGLE-TR-132,b,OGLE-TR-132 b,1.689868,0.03035,0.6,375.02,13.45,0.85,2013
OGLE-TR-182,b,OGLE-TR-182 b,3.9791,0.051,0,320.995,12.666,0.41,1550
OGLE-TR-211,b,OGLE-TR-211 b,3.67724,0.051,0,327.351,15.244,0.42,1686
OGLE2-TR-L9,b,OGLE2-TR-L9 b,2.4855335,0.0308,,1430.175,18.046,1.25,2034
Oph 11,b,Oph 11 b,7300000,243,,4449.62,12.3,13.1,2175
PDS 70,b,PDS 70 b,43500,22,0.03,2542.64,14.572,,1200
PH1,b,PH1 b,138.317,0.652,0.0702,169,6.18,,481
PH2,b,PH2 b,282.5255,0.828,0.41,25426.4,10.12,,281
POTS-1,b,POTS-1 b,3.1606296,0.03734,,734.16,10.548,3.44,
PSR B1257+12,b,PSR B1257+12 b,25.262,0.19,0,0.02,0.338,2.85,
PSR B1257+12,c,PSR B1257+12 c,66.5419,0.36,0.0186,4.3,1.91,3.39,
PSR B1257+12,d,PSR B1257+12 d,98.2114,0.46,0.0264,3.9,1.8,3.67,
PSR B1620-26,b,PSR B1620-26 b,,23,,794.575,13.3,1.86,
PSR J1719-1438,b,PSR J1719-1438 b,0.09070629,0.0044,0.06,382.8,,23,
PSR J2322-2650,b,PSR J2322-2650 b,0.322964,0.0102,0.0017,252.64307,13.9,1.84,
Pr0201,b,Pr0201 b,4.4264,0.06,0,171.6282,14.2,0.329,
Pr0211,b,Pr0211 b,2.1461,0.03176,0.011,597.5204,13.4,1.36,
Pr0211,c,Pr0211 c,4850,5.5,0.71,2475.8957,12.6,6.8,
Proxima Cen,b,Proxima Cen b,11.186,0.0485,0.35,1.27,1.08,5.54,234
Qatar-1,b,Qatar-1 b,1.4200242,0.02332,0,411.27202,12.812,1.076,1418
Qatar-2,b,Qatar-2 b,1.33711647,0.02153,0,792.635,14.056,1.573,1344
Qatar-3,b,Qatar-3 b,2.5079204,0.03783,0,1369.8473,12.285,4,1681
Qatar-4,b,Qatar-4 b,1.8053564,0.02803,0,1938.763,12.722,5.1,1385
Qatar-5,b,Qatar-5 b,2.8792319,0.04127,0,1373.0256,12.408,3.95,1415
ROXs 12,b,ROXs 12 b,,210,0.83,5085,12.2,15.4,
ROXs 42 B,b,ROXs 42 B b,,157,0.58,2860,12.5,8.05,1975
RR Cae,b,RR Cae b,4343.5,5.3,0,1334.886,13,3.34,
Ross 128,b,Ross 128 b,9.8658,0.0496,0.116,1.4,1.11,5.63,301
Ross 458,c,Ross 458 c,,1168,,1997.59,13.675,4.29,
SR 12 AB,c,SR 12 AB c,,,,4131.62,12.3,12.2,
SWEEPS-11,b,SWEEPS-11 b,1.796,0.03,,3082.82,12.666,8.34,
SWEEPS-4,b,SWEEPS-4 b,4.2,0.055,,1207.7,9.079,8.87,
TAP 26,b,TAP 26 b,10.79,0.0968,,527.5978,13.5,1.18,
TCP J05074264+2447555,b,TCP J05074264+2447555 b,,0.5,,9.2,2.99,1.89,
TRAPPIST-1,b,TRAPPIST-1 b,1.51087081,0.01111,0.081,0.85,1.086,3.6,400
TRAPPIST-1,c,TRAPPIST-1 c,2.4218233,0.01521,0.083,1.38,1.056,6.45,342
TRAPPIST-1,d,TRAPPIST-1 d,4.04961,0.02144,0.07,0.41,0.772,4.9,288
TRAPPIST-1,e,TRAPPIST-1 e,6.099615,0.02817,0.085,0.62,0.918,4.4,251
TRAPPIST-1,f,TRAPPIST-1 f,9.20669,0.0371,0.063,0.68,1.045,3.3,219
TRAPPIST-1,g,TRAPPIST-1 g,12.35294,0.0451,0.061,1.34,1.127,5.2,199
TRAPPIST-1,h,TRAPPIST-1 h,18.767,0.063,,0.35,0.752,4.52,173
TYC 1422-614-1,b,TYC 1422-614-1 b,198.4,0.69,0.06,794.5,13.3,1.86,
TYC 1422-614-1,c,TYC 1422-614-1 c,559.3,1.37,0.048,3178,12.5,8.94,
TYC 3318-01333-1,b,TYC 3318-01333-1 b,562,1.414,0.098,1086.9786,13.1,2.66,
TYC 3667-1280-1,b,TYC 3667-1280-1 b,26.468,0.21,0.036,1716.282,12.8,4.5,1350
TYC 4282-00605-1,b,TYC 4282-00605-1 b,101.54,0.422,0.28,3426.2074,12.4,9.87,
